,geometry,Category,Category_n,realm,biome,ecoregion,ecoregion_nr,eii_mean,eii_sum,biomass,mean_canopy2020,mean_elevation,on_island,plantation,protected,,senA_1km2,senA_2km2,senA_3km2,senA_4km2,senW_bii0,senW_bii50,senW_lfc0,senW_lfc50,senW_npp0,senW_npp50
0,"POLYGON ((20.8617125665742 -1.235260186163345, 20.86173484957004 -1.235897814330605, 20.86179278536085 -1.236535503105708, 20.86188646490188 -1.237168647223919, 20.86201579724898 -1.237792917508074, 20.86217632581111 -1.23841274787393, 20.86237696380086 -1.239019199352204, 20.86260879803098 -1.239612275642902, 20.86287191946741 -1.240196373316314, 20.86317069377956 -1.240762727774146, 20.86350066438467 -1.241311168560898, 20.86386183130385 -1.241837365028678, 20.86424973795331 -1.24234568263536, 20.86466447530545 -1.24283172131178, 20.86511040904132 -1.243291045525344, 20.86557853501622 -1.243723522568444, 20.86606903515388 -1.244133754859831, 20.86658636609066 -1.244512838875938, 20.86712143272086 -1.244860642929379, 20.86767432601514 -1.245181701741007, 20.86824513694489 -1.245471546659432, 20.86882922700712 -1.245725679514647, 20.86943123474304 -1.245948666377279, 20.87004215597396 -1.246135908011711, 20.87066199071076 -1.246287541747681, 20.87129064801289 -1.246403499589558, 20.8719238531645 -1.246488215758291, 20.87256151521955 -1.246532756377488, 20.87319917754957 -1.24654169486917, 20.87384129679022 -1.246519393317159, 20.87447450303357 -1.246456959645633, 20.87510770954735 -1.2463588566481, 20.87573191209625 -1.246225090969462, 20.87635174921596 -1.246060092163205, 20.87695821665826 -1.245855001246861, 20.87755122345461 -1.245623152759404, 20.87813095149276 -1.245351144609254, 20.87869721885294 -1.245052380689515, 20.87924129411955 -1.244717931444237, 20.8797674520176 -1.244356765241258, 20.88027132682497 -1.243964314796107, 20.88075737517562 -1.243545217295543, 20.88121222707804 -1.243099240740449, 20.88164470486995 -1.242626587936236, 20.88205053377592 -1.242136091039919, 20.88242953186965 -1.24161881901296, 20.88277287675775 -1.241079312226772, 20.88308948174279 -1.240526361898472, 20.88337489014338 -1.239951141224275, 20.88362455432416 -1.23936701857598, 20.88384302188547 -1.238765024117812, 20.88403029281365 -1.238154159336186, 20.88417745376341 -1.237529825583759, 20.88429341805721 -1.236901156432442, 20.88436927235306 -1.236267950260911, 20.88441383902747 -1.235630271647178, 20.88441829569497 -1.234988192964533, 20.88439155569009 -1.234350503332029, 20.88432461472758 -1.233717344808123, 20.88422211138451 -1.233084144371226, 20.88408832042995 -1.232459866143519, 20.88391441949254 -1.231844512988889, 20.88370932191703 -1.231238079671304, 20.88347293676388 -1.230645031461618, 20.88320098928863 -1.230069798973653, 20.88289329760601 -1.229507917431366, 20.88255886601429 -1.228963914776815, 20.88219314691825 -1.228437758581366, 20.8817963222453 -1.227933842757611, 20.88137721438496 -1.227456765270032, 20.88092681908951 -1.227001927665071, 20.88045414065089 -1.226569392939109, 20.87995472243609 -1.226168057777394, 20.87943747777739 -1.225793521115988, 20.87889795004238 -1.225450146100632, 20.87834050495272 -1.225138033855724, 20.87776532443269 -1.224857113677872, 20.877176683245 -1.22461181506903, 20.87657476330965 -1.224397808819959, 20.87596383938149 -1.224214991204036, 20.87533954578323 -1.224067862436736, 20.87471079580902 -1.223960814676426, 20.87407313282811 -1.223885023489244, 20.87343547012161 -1.223844881272554, 20.8730653875842 -1.223840407627408, 20.87242772531186 -1.223858238682596, 20.87179006331453 -1.223911788467716, 20.87115694917188 -1.224000951848323, 20.87053265760111 -1.224125832070083, 20.86991282291867 -1.224286328063727, 20.86930190174138 -1.224482541766644, 20.86870444163021 -1.224709972034743, 20.86812471728479 -1.224973049967614, 20.86755399735319 -1.225267313945535, 20.86700546976813 -1.225592863551167, 20.86647485979385 -1.225949597236068, 20.86596653307187 -1.226333083858199, 20.86547603296851 -1.226747757330568, 20.86501227268436 -1.22718921804259, 20.86457525219411 -1.227652932746093, 20.86416506242503 -1.228143435701777, 20.86378152145236 -1.228656263754886, 20.86342926776175 -1.229191311077851, 20.86310821037954 -1.229739785050837, 20.86281389268268 -1.230310585427051, 20.86255531880946 -1.230894707505499, 20.86233230683883 -1.231492221754006, 20.86214058205609 -1.232103163464354, 20.86198451009786 -1.23272296232407, 20.86186418190371 -1.233351686325023, 20.86177495896343 -1.233984838553595, 20.86172593637166 -1.234622550328589, 20.8617125665742 -1.235260186163345))",1,Top,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,Central Congolian lowland forests,3,0.935081086,4.690073367,118.1552635,23.62145476,355.9828681,NO,NO,NO,,0.917042566,1.845004051,2.820472193,3.747982258,4.712879315,4.678670393,4.527388134,4.771415983,4.829952651,4.620133725
1,"POLYGON ((20.35370053273039 -2.046205651557067, 20.35372280536172 -2.046843355497619, 20.35377635058793 -2.047481006369531, 20.35386998656017 -2.048114196904862, 20.3539992587636 -2.048738414039292, 20.3541642581228 -2.049358227262235, 20.35436489374926 -2.049964705056168, 20.35459680204553 -2.0505621946491, 20.35485989212771 -2.051141904864288, 20.35515861855759 -2.051708206623327, 20.35548861774525 -2.052256655558864, 20.35584979881719 -2.052782820794957, 20.35623779818181 -2.053291190475492, 20.35665243405676 -2.053777194312595, 20.35709834284147 -2.054236479214357, 20.35756661549184 -2.054673523634184, 20.35805707022535 -2.055079255599236, 20.35857434344861 -2.055458325339559, 20.35910943519219 -2.055810570538393, 20.3596623454886 -2.056127198185589, 20.36023307437141 -2.056417000198298, 20.36082171278467 -2.056671182461377, 20.3614192607237 -2.056894155164691, 20.36203017277511 -2.057081427362318, 20.36265444896657 -2.057232998912358, 20.3632831801764 -2.057348988417631, 20.36391636641396 -2.057433686720509, 20.36455400768862 -2.057478301503846, 20.36519164942523 -2.057491684874238, 20.36583374621139 -2.057464915092423, 20.36646693428335 -2.057402461366603, 20.36710012281012 -2.057304346294372, 20.36772440259664 -2.057175050149583, 20.36834422822428 -2.057005581396536, 20.36895069047621 -2.056804922050552, 20.36954369841437 -2.056568642911325, 20.37012343383226 -2.056301103307359, 20.37068971488269 -2.055997875458722, 20.37123372321993 -2.055663438537005, 20.37176436803821 -2.055302246569206, 20.37226819454175 -2.054909837553375, 20.3727498391287 -2.054490652010188, 20.37320911994135 -2.054044763583617, 20.37364167322837 -2.053576591646397, 20.37404740803977 -2.053081637113824, 20.37442196061837 -2.052564319217853, 20.37476978555749 -2.052024790448161, 20.37508633728029 -2.051471902605731, 20.37537179757513 -2.050896652099162, 20.37562143904195 -2.05031253413178, 20.37583998902173 -2.049710555105613, 20.37602281103032 -2.049099637490956, 20.37617435968555 -2.048475362395468, 20.37629036215298 -2.047846646923084, 20.3763661819557 -2.047213411725926, 20.3764107283656 -2.046575749402028, 20.37641518300671 -2.045938136203916, 20.37638845516037 -2.045296023831186, 20.376321544637 -2.044662820513825, 20.37621899699685 -2.044029605860761, 20.37608517598069 -2.043405321532055, 20.37591135414741 -2.04279001194471, 20.37570616806268 -2.042183562026129, 20.3754654358447 -2.041594955532695, 20.37519343033555 -2.041015276141095, 20.374890151564 -2.040453452135635, 20.37455578138383 -2.039909409843462, 20.37419013800859 -2.03938322105193, 20.37379322147701 -2.03888381356854, 20.3733696682784 -2.038402266799849, 20.37292375125323 -2.037947381850468, 20.37244656119291 -2.037519345716846, 20.37195164382526 -2.03711354978387, 20.37142990812681 -2.036743470748983, 20.37089480889568 -2.036400072354335, 20.37033298232447 -2.036083530291934, 20.36976224689482 -2.035802607721739, 20.36916914789968 -2.035557340969743, 20.36856714009937 -2.035343264003754, 20.36795631442249 -2.035160445747205, 20.36733203447188 -2.035017805104539, 20.36670330037082 -2.034906295274112, 20.36606565754001 -2.034830474307721, 20.36542792426068 -2.034790366854077, 20.36505783007753 -2.034785891581067, 20.36442018843784 -2.034803781031094, 20.36378254726015 -2.034857243215559, 20.36314936111894 -2.034946430923951, 20.36252063000482 -2.035071274497867, 20.36190080847637 -2.035231786292358, 20.36129435107981 -2.035428049039484, 20.36069689413524 -2.035655410671804, 20.36011271036458 -2.035918526192228, 20.35954643611609 -2.036212835914112, 20.3589935258928 -2.036538330343799, 20.35846288877047 -2.036895033651087, 20.35795452470877 -2.037283017128689, 20.35746397912363 -2.037693270585822, 20.35700025198024 -2.038134675838601, 20.35656325232709 -2.038602875826658, 20.35615307103313 -2.039088940557251, 20.35576952624287 -2.039601732490882, 20.35541725427399 -2.040136831860643, 20.35509625508874 -2.040685309281002, 20.3548018923032 -2.041256086213494, 20.35454325676899 -2.041840183277758, 20.3543203484544 -2.042437741369123, 20.35412862189492 -2.043048609861865, 20.35397253159761 -2.043668440556674, 20.35384771392509 -2.044297150547627, 20.35376298700825 -2.044930333512349, 20.35371389630912 -2.045568048148457, 20.35370053273039 -2.046205651557067))",1,Top,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,Central Congolian lowland forests,3,0.943120239,4.722998218,256.4184243,28.17800536,394.8593973,NO,NO,NO,,0.94293192,1.89344674,2.836598685,3.783514626,4.818779136,4.675107758,4.580592355,4.794201149,4.769623161,4.699685746
2,"POLYGON ((24.66684179969477 -1.64591661709329, 24.66686408752296 -1.646554307601731, 24.66692207211036 -1.64719194274512, 24.66701131399666 -1.647825118992513, 24.66714060144256 -1.648449393151887, 24.66730558556696 -1.649069215825386, 24.66750626632216 -1.649675662705733, 24.66773811361465 -1.650268725012086, 24.66800121798653 -1.650852862486097, 24.66829992819879 -1.651419160484759, 24.66862989534162 -1.651967607827404, 24.66899111933146 -1.652493809033373, 24.66937907006136 -1.653002149882717, 24.66979374744726 -1.653488167362584, 24.67023968140431 -1.653947473542089, 24.67070790242111 -1.65437998347029, 24.67119841041301 -1.654790226169562, 24.67171564467847 -1.65516928515128, 24.67225072634395 -1.655521536871313, 24.67280365533185 -1.655838123766186, 24.67337443156204 -1.656127969929342, 24.67395852499229 -1.656382142834264, 24.67456055611046 -1.656605110785821, 24.67517146493971 -1.656792396306618, 24.67579125143581 -1.656943999341371, 24.67642000615248 -1.657059918742728, 24.67705319912224 -1.657144609543374, 24.67769083032206 -1.657189214999919, 24.67833289972871 -1.657198130219262, 24.67897061931684 -1.657175867068638, 24.67960824720552 -1.65711344505663, 24.68024143470795 -1.657015317303896, 24.68086574256954 -1.656881543553659, 24.68148108023784 -1.656716587980317, 24.68208753835468 -1.656515920512997, 24.68268502636666 -1.656279543367337, 24.68326466582059 -1.656007575510099, 24.68382654739724 -1.655708805485642, 24.68437501981603 -1.65537438791448, 24.68490120467952 -1.655013162670738, 24.68540510208307 -1.654620804115259, 24.68588662152174 -1.654201641036111, 24.68634594427548 -1.653755739587669, 24.68677845002919 -1.653283094402689, 24.68718422947323 -1.652792560589519, 24.68755884349932 -1.652275274709378, 24.68790664079923 -1.651735776623377, 24.68822318226036 -1.651182845612372, 24.68850855855895 -1.650607625989769, 24.68875833058534 -1.650023425355605, 24.68897684699607 -1.649421466889585, 24.6891596686695 -1.648810596502513, 24.68931123483437 -1.648186294601995, 24.68942275777653 -1.647557599150624, 24.68950302528344 -1.646924393737875, 24.68954759820296 -1.646286736745743, 24.68955203737555 -1.645649079459693, 24.6895207819756 -1.645006969798631, 24.68945836176313 -1.644373796631697, 24.68935580777713 -1.643740553809412, 24.68922208893265 -1.643116313506839, 24.6890481456476 -1.642500923878598, 24.68884303741833 -1.641894534993958, 24.68860223441316 -1.641301463046387, 24.68833026634501 -1.640726242632693, 24.68802704254907 -1.640164413826984, 24.68769256294812 -1.639620368120821, 24.6873269180529 -1.639094170887121, 24.68693010777059 -1.638590348613798, 24.68650648061368 -1.638113167835843, 24.6860605663006 -1.6376583785365, 24.68558339571342 -1.637225827367067, 24.68508846760306 -1.636824526115682, 24.68457125206888 -1.636449938575918, 24.68403165842046 -1.636106592545706, 24.68347430699917 -1.635794494372883, 24.68289901653063 -1.635513510803692, 24.68231040738517 -1.635268310820065, 24.68170847949919 -1.635054231779514, 24.68109314221022 -1.634871409853452, 24.6804688347334 -1.634724314037585, 24.67984008691074 -1.634617277150926, 24.67920689871976 -1.634541447630848, 24.67856927013783 -1.634501353012181, 24.67819917688521 -1.634496876754197, 24.67755701664775 -1.634514681979193, 24.67691938521693 -1.634568241026991, 24.67628619201782 -1.634657420609822, 24.67566196701204 -1.634782229708779, 24.67504208970021 -1.63494279727414, 24.67443118065715 -1.63513899612119, 24.67383367928931 -1.635366376687106, 24.67325402503059 -1.635629476862681, 24.67268324861461 -1.635923752535931, 24.67213475882889 -1.636249299269234, 24.67160411638424 -1.636606041149064, 24.67109585135208 -1.636989527196778, 24.67060534322428 -1.637404211672636, 24.67014156148382 -1.637845652849869, 24.66970459683149 -1.638309390039552, 24.66929435876197 -1.638799885683967, 24.66891084736417 -1.639312680176589, 24.6685585927467 -1.639847782359038, 24.66823750439819 -1.640396272701532, 24.66794323356801 -1.640966995075961, 24.66768456859046 -1.641551183297089, 24.6674616001409 -1.642148701210242, 24.66726988884336 -1.642759607438654, 24.6671138741887 -1.643379382690405, 24.66698893557643 -1.644008155365086, 24.66690422373052 -1.644641343665368, 24.66685520863222 -1.645279006939918, 24.66684179969477 -1.64591661709329))",1,Top,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,Central Congolian lowland forests,3,0.966489102,4.840025818,222.0774689,27.32210515,591.479695,NO,NO,NO,,0.970031621,1.94019472,2.906934224,3.873501012,4.762576831,4.878750311,4.756117158,4.881980148,5.001383465,4.759346995
3,"POLYGON ((26.13901401953462 -0.0860829437808369, 26.1390363782041 -0.08672062136139551, 26.13909434845481 -0.08735821979659271, 26.13918793026202 -0.08799144816712613, 26.13931279610643 -0.08861569836418136, 26.13947778120616 -0.08923550929850863, 26.13967846785317 -0.08984198223249468, 26.1399103481814 -0.09043947411554555, 26.1401734221042 -0.09101914655153724, 26.14047219729361 -0.09158547761560627, 26.1408021658576 -0.09213392283743528, 26.1411633276729 -0.09266012619414378, 26.14155126500879 -0.09316844490928748, 26.14196597774081 -0.09365452304319902, 26.1424073755812 -0.09411381247868254, 26.14288005627024 -0.0945507915563957, 26.14337058663123 -0.09495656796015829, 26.14388338411385 -0.0953355563515302, 26.14441844858116 -0.09568782002936556, 26.14497136235481 -0.09600445950982209, 26.14554212531637 -0.09629431261835765, 26.14613073734357 -0.09654847642274446, 26.14672827314838 -0.09677144124253073, 26.14733915016037 -0.09695871994170945, 26.14795904095164 -0.09711031603433988, 26.14858776515002 -0.09723071300714391, 26.14922541284091 -0.09731094440998142, 26.14985855130465 -0.09735556909496314, 26.15050070334447 -0.09736893135241041, 26.15113834615669 -0.0973422046443984, 26.15177598734227 -0.0972797410278041, 26.15240470194171 -0.0971816768030553, 26.15303341495927 -0.09705236039573358, 26.15364878409798 -0.09688290170997198, 26.15425522682769 -0.09668220018292187, 26.15484832585231 -0.09644590560139794, 26.1554279911167 -0.09617837402577722, 26.15599431286403 -0.095875123665043, 26.15653827622376 -0.09554512876097408, 26.15706447896251 -0.09517948518278901, 26.1575683235812 -0.09478709930342875, 26.15805440781749 -0.09436796843730984, 26.15850920944019 -0.0939220405540486, 26.15894174349492 -0.09345385584894812, 26.15934750266753 -0.09295887245851481, 26.15972206981389 -0.09244164123494079, 26.16006995249138 -0.09190651351130069, 26.16038655325224 -0.09134913951408154, 26.16067187221557 -0.09077835594799293, 26.16092158238327 -0.09018974860364602, 26.16114010111191 -0.08958779638037782, 26.16132292108928 -0.08897692070044776, 26.16147454978541 -0.08835711810699039, 26.16158597247837 -0.08772391385763478, 26.16166629414607 -0.0870906816298327, 26.16171082713586 -0.08645307106113947, 26.16171533452305 -0.08581537416699729, 26.16168414340204 -0.0851777791900289, 26.16162167100055 -0.08454009029133817, 26.16151908280944 -0.08391133943555784, 26.16138539356562 -0.08328262113726606, 26.16121140813086 -0.0826672560846735, 26.16100632151693 -0.08206530052924368, 26.16076553609477 -0.08147221179653032, 26.16049355917027 -0.08089253052283052, 26.1601903004931 -0.0803307363605061, 26.15985585009762 -0.07978670004543045, 26.15949020785843 -0.07926054846896959, 26.15909337363842 -0.07876111349449247, 26.15867418187547 -0.07827949105168858, 26.1582238880037 -0.0778247109203952, 26.15775114617579 -0.07739663823344752, 26.15725180939397 -0.07699527481012873, 26.15673453185495 -0.0766207421097017, 26.15619498625999 -0.0762773945260543, 26.15563758981187 -0.07596522848628461, 26.1550623423912 -0.07568430744925432, 26.15447375139278 -0.07543462806889488, 26.15387172657186 -0.07522060632258555, 26.15326086552216 -0.0750377588505584, 26.15263657047702 -0.07489504899414803, 26.15200785646095 -0.07478357461174874, 26.15137463328935 -0.07470775218985004, 26.15073699107987 -0.07467212627351497, 26.1503669180492 -0.07466321051350279, 26.14972476566576 -0.07468103054300168, 26.1490871192482 -0.07473456253578706, 26.14845839630517 -0.0748281567650349, 26.14782967178158 -0.07495305110691478, 26.1472098708227 -0.07511352909927112, 26.14660341100173 -0.07530530043428213, 26.14600587489874 -0.07553720201287581, 26.14542177025903 -0.07579579043491412, 26.14485542456054 -0.07609008914710599, 26.14430701823204 -0.07641561859340115, 26.14377637108316 -0.07677231605513674, 26.14326357338136 -0.07716031072671549, 26.14277755053952 -0.07757498899342079, 26.14231379497658 -0.07801200188681284, 26.14187681456138 -0.07848018140609103, 26.14146651927906 -0.07897069458653405, 26.14108308957121 -0.0794789968810426, 26.14073076286093 -0.08001411269777754, 26.14040530197436 -0.08056701915177072, 26.14011545210313 -0.08113335732088306, 26.13985679574518 -0.08171748409147928, 26.13963384078249 -0.08231497918089785, 26.13944207952165 -0.08292591004004134, 26.1392860198259 -0.08354572785173972, 26.13916115396815 -0.08417443581271596, 26.13907649758588 -0.08480767341545462, 26.13902745276773 -0.085445315570533, 26.13901401953462 -0.0860829437808369))",1,Top,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,Northeast Congolian lowland forests,24,0.915944873,4.464782261,214.5015566,26.63487043,510.5598604,NO,NO,NO,,0.918829679,1.737547117,2.621358,3.552101113,4.400393658,4.496976563,4.554042245,4.42015227,4.439910881,4.477217951
4,"POLYGON ((16.75669086985737 -0.1959462831521299, 16.75670868912153 -0.196583911287762, 16.75676664673806 -0.1972215771464959, 16.7568603329172 -0.1978547643501186, 16.75698965770763 -0.1984790202726067, 16.75715462117148 -0.1990988648377482, 16.75735081355711 -0.1997053290593336, 16.75758714461449 -0.2003027864931991, 16.75785020495547 -0.2008824826947966, 16.75814899436151 -0.2014487911028748, 16.75847892312925 -0.2019972631921395, 16.75883567153393 -0.2025234500093512, 16.75922364957225 -0.2030317984369319, 16.75964276740988 -0.2035178550118351, 16.7600842054525 -0.2039771069893793, 16.76055246372471 -0.2044141383402633, 16.76104736239944 -0.2048199058267733, 16.7615601718239 -0.2051989392556038, 16.7620953020463 -0.2055511646439443, 16.76264825329288 -0.205867748913769, 16.76321902569611 -0.2061575972036171, 16.7638076193927 -0.2064118031765355, 16.76440512458322 -0.2066347604746572, 16.76501604132118 -0.2068220109480298, 16.765635779722 -0.2069736278597848, 16.76626451985931 -0.2070940638590975, 16.7668977617888 -0.2071742809146015, 16.76753541554794 -0.2072188692133289, 16.76817748117428 -0.2072322819089588, 16.7688151385903 -0.2072054860550758, 16.76944838775796 -0.2071430720407208, 16.77008154872037 -0.207044967185697, 16.77070580128648 -0.2069156345585527, 16.77132564549066 -0.2067462327881115, 16.77193208105259 -0.206545541089665, 16.77252510786284 -0.2063092445165159, 16.77310481581729 -0.2060416596006339, 16.77366670465549 -0.2057384765002214, 16.77421509440364 -0.2054084597877584, 16.77474134461993 -0.205042851633075, 16.77524518513649 -0.2046504214590107, 16.77572679580956 -0.2042313069958895, 16.77618608649119 -0.203785372306905, 16.77661855682768 -0.2033171439718408, 16.77702438667225 -0.202822238898974, 16.77739889563879 -0.2023049782381798, 16.77774676381803 -0.2017698783796315, 16.77806331083069 -0.201212492948107, 16.77834871655377 -0.2006417264009475, 16.77859839060704 -0.2000531321444145, 16.77881692313619 -0.1994511576996462, 16.77899972378071 -0.1988402599456093, 16.77915138272522 -0.1982159826259144, 16.77926280936244 -0.1975872386253398, 16.77934309417908 -0.1969540183609701, 16.7793832365982 -0.1963163995402817, 16.77939214713615 -0.1956787556181548, 16.77936091525215 -0.1950410954298559, 16.77929854150261 -0.1944034093666251, 16.77919593537238 -0.1937702259245265, 16.77905768718713 -0.1931459908018921, 16.77888829727454 -0.1925306301816438, 16.77868317544267 -0.1919285988306048, 16.77844232178982 -0.1913355819663658, 16.77817032668354 -0.1907558880253847, 16.77786710023265 -0.1901940353782583, 16.77753273256892 -0.1896500229326205, 16.77716704382298 -0.189123849908811, 16.77677021415733 -0.1886244162070661, 16.77634656393986 -0.1881428839568165, 16.77590068352864 -0.1876880117191627, 16.77542798286088 -0.1872599399963396, 16.77492855211048 -0.1868541489923287, 16.7744113017962 -0.1864840485909857, 16.77387182188444 -0.1861407416900073, 16.77331443267976 -0.1858286052054592, 16.77273913431639 -0.1855476385336196, 16.77215060706385 -0.1852979735345154, 16.77154858102007 -0.1850839233411016, 16.77093764639796 -0.1849011014386707, 16.77031339318362 -0.184758412293217, 16.76968464163838 -0.1846469468633631, 16.76904707173954 -0.1845710910883105, 16.76840941366086 -0.1845354237543067, 16.76803923980683 -0.1845265402426916, 16.76740158460787 -0.1845443437249314, 16.76676393123122 -0.1845978862088356, 16.7661307796817 -0.184687026905313, 16.76550653991338 -0.1848118990661138, 16.76488671187209 -0.1849724392954857, 16.76427579548844 -0.1851686440119959, 16.76368270060058 -0.1853960549959746, 16.76309860717719 -0.1856591321197029, 16.76253224501562 -0.1859534173884337, 16.76197938405526 -0.1862789158843017, 16.76144875402129 -0.186635688538455, 16.76094035475506 -0.1870235994474217, 16.76045436610012 -0.1874338849988057, 16.75999060791473 -0.1878753107912289, 16.75955357993195 -0.1883434911645931, 16.75914337199182 -0.1888295251629788, 16.75875989394912 -0.1893423154969357, 16.75840764551447 -0.1898774076559093, 16.75808212669757 -0.1904303558204089, 16.75779224705686 -0.1909967004804403, 16.75753359661873 -0.1915808292543142, 16.75730617527435 -0.1921783598732219, 16.75711889257674 -0.192789215229739, 16.75695842895873 -0.193409026126404, 16.75683801382387 -0.1940377792839955, 16.75675332728448 -0.1946709590208523, 16.7567042793035 -0.1953086337955838, 16.75669086985737 -0.1959462831521299))",1,Top,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,Western Congolian swamp forests,29,0.920786344,4.618375428,,19.29802447,325.0728747,NO,NO,NO,,0.932127845,1.856185383,2.740624007,3.6723428,4.676000096,4.589563094,4.419720005,4.71770314,4.759406183,4.54786005
5,"POLYGON ((12.64780318074736 -0.2179207613658677, 12.64782543604825 -0.2185583903312427, 12.64788344004147 -0.2191959992245617, 12.64797701754168 -0.2198291887292552, 12.64810187527863 -0.2204534929721642, 12.648266862936 -0.2210688338042452, 12.64846751207537 -0.2216797534638696, 12.6486994418832 -0.2222727775613889, 12.64896247730634 -0.2228569836402026, 12.64926126243618 -0.2234188190841156, 12.64959124127524 -0.2239672955447305, 12.64995241408902 -0.2244978729106361, 12.65034040010812 -0.2250062242491058, 12.65075511197934 -0.2254878091975056, 12.65119654998849 -0.2259515660971865, 12.65166918317188 -0.2263840810644557, 12.65215969327844 -0.2267943044253018, 12.65267246168186 -0.2271733618131535, 12.65320757629971 -0.2275211824590503, 12.6537604810038 -0.2278422395436164, 12.65433126367179 -0.228127592621297, 12.65491983694194 -0.2283862508121369, 12.65551735094878 -0.2286047419895608, 12.65612827473317 -0.2287920015914514, 12.65674813957871 -0.2289481031997448, 12.65737685800149 -0.2290640369676176, 12.6580100487959 -0.2291487466451361, 12.65864771203466 -0.229193362199991, 12.65928976016301 -0.2292022839574715, 12.65992743041115 -0.2291799899534595, 12.66056510415162 -0.2291175367321065, 12.66119384318806 -0.2290194026973305, 12.66182258561916 -0.2288856501993268, 12.66243792400702 -0.2287206918836717, 12.66304432730773 -0.2285155847744346, 12.66363741382095 -0.2282792033706978, 12.66421709571138 -0.2280116881962509, 12.66478337277869 -0.2277129004042021, 12.66532739394635 -0.227378449011886, 12.665853628179 -0.227017270252403, 12.66635743067288 -0.2266248996015755, 12.66684353335227 -0.2262057335278622, 12.66729835273056 -0.2257598548515748, 12.66773082713837 -0.2252871867649293, 12.66813666223171 -0.2247922033324723, 12.66851121308377 -0.2242793786638192, 12.66885903641988 -0.2237398409562586, 12.66917557496119 -0.2231869326139028, 12.66946100372394 -0.2226117159554132, 12.66971067778336 -0.22202313372401, 12.66992924161445 -0.2214255813101644, 12.67011205032997 -0.2208101952785528, 12.67026366084363 -0.2201903783866431, 12.6703751341332 -0.219561669730413, 12.6704554089895 -0.2189284605004165, 12.67049992825678 -0.2182908244194764, 12.67050439771172 -0.21764869529651, 12.6704731991671 -0.2170110757514551, 12.67041080210292 -0.2163778916818383, 12.67030826767391 -0.2157446820477555, 12.67017444723426 -0.2151204450655084, 12.67000057729196 -0.2145050478270006, 12.66979542160988 -0.2138986218985133, 12.66955459857018 -0.2133055683860237, 12.66928266543747 -0.2127303504655148, 12.66897944715905 -0.2121640318001095, 12.66864494397907 -0.2116200149082383, 12.66827933143634 -0.211098298569879, 12.66788243455485 -0.2105944143197286, 12.66746327996485 -0.2101172889861334, 12.66701292926395 -0.2096579939211239, 12.66654032141959 -0.2092299234230315, 12.66604089978573 -0.2088286128091299, 12.66552360323498 -0.208454053948107, 12.66498405039439 -0.2081107170527202, 12.66442671079519 -0.2077985977365697, 12.6638514094301 -0.2075176257052433, 12.66326287863544 -0.2072679361699817, 12.66266085572053 -0.2070539263639074, 12.66204998528551 -0.2068755223294665, 12.66142571073341 -0.2067283998451383, 12.66079697044506 -0.2066213463991978, 12.66016376449307 -0.2065455670442203, 12.65952609295058 -0.206505459273012, 12.65915604000704 -0.2065009425830545, 12.65851390498879 -0.2065187730718278, 12.65787624248299 -0.2065723383221921, 12.65724752136277 -0.2066614955266792, 12.65661880363863 -0.2067863222363559, 12.65599893948195 -0.2069468816908472, 12.65539257287663 -0.2071431010151206, 12.65479505951049 -0.2073705173219049, 12.65421086807711 -0.2076335952129876, 12.65364455480772 -0.207927864398358, 12.65309611944147 -0.2082533955582075, 12.65256547410282 -0.2086101198982263, 12.652052706171 -0.2089936404783511, 12.65156666524374 -0.2094082790534589, 12.65110288227565 -0.2098497820012698, 12.65066591331555 -0.2103134692508231, 12.65025567044018 -0.2108040190164321, 12.6498721533668 -0.2113168247042307, 12.64951991810112 -0.2118474153193901, 12.64919440810145 -0.2124003332254324, 12.64890456039493 -0.212971103655797, 12.64864590609881 -0.2135552627037995, 12.64842300123203 -0.2141528069959959, 12.64823120174965 -0.2147636710393449, 12.64807515133067 -0.2153835225083529, 12.64795029362242 -0.216007757236541, 12.64786556569606 -0.216640975935205, 12.64781649887966 -0.2172786440161677, 12.64780318074736 -0.2179207613658677))",1,Top,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,Northwest Congolian lowland forests,26,0.868160565,4.160361611,328.8222381,29.71290527,404.0495653,NO,NO,NO,,0.85145208,1.709324145,2.577841775,3.309530949,4.262664248,4.110237689,4.110845651,4.186146987,4.109629726,4.18675495
