Category,Category_n,protected,on_island,plantation,Region,area,perimeter,x,y
"3",Down,NO,NO,NO,SAmerica,0.000422914909507,0.072937215438360,-41.9553011447,-16.9056126189
"3",Down,NO,NO,NO,SAmerica,0.000423134714822,0.072956773798931,-41.8976230779,-17.0041330691
"3",Down,NO,NO,NO,SAmerica,0.000404903428681,0.071341068089045,-44.9838745676,-2.0317786997
"3",Down,NO,NO,NO,SAmerica,0.000404905990770,0.071341334711356,-45.1198305440,-1.9991830791
"3",Down,NO,NO,NO,SAmerica,0.000406595794104,0.071490263919885,-41.6216722829,-5.5975309288
"3",Down,NO,NO,NO,SAmerica,0.000406538976463,0.071485378739833,-41.6481077927,-5.5319236385
"3",Down,NO,NO,NO,SAmerica,0.000407524897525,0.071572261746654,-76.3597911211,-6.8025603260
"3",Down,NO,NO,NO,SAmerica,0.000407500482709,0.071570175234412,-76.3335096874,-6.7565362641
"3",Down,NO,NO,NO,SAmerica,0.000406753172314,0.071504201159684,-73.5915864754,5.8269767768
"3",Down,NO,NO,NO,SAmerica,0.000406860086031,0.071513670647879,-73.6830251106,5.9698398289
"3",Down,NO,NO,NO,SAmerica,0.000406913267113,0.071518328399683,-73.4135162945,6.0509840396
"3",Down,NO,NO,NO,SAmerica,0.000404908786393,0.071341507494558,-80.2618541067,-2.0059846584
"3",Down,NO,NO,NO,SAmerica,0.000404861867494,0.071337449828289,-80.4445016098,-1.8097130074
"3",Down,NO,NO,NO,SAmerica,0.000404920891000,0.071342694049213,-80.4513681609,-2.1034256226
"3",Down,NO,NO,NO,SAmerica,0.000404955288133,0.071345641699476,-80.3854503026,-2.2530062187
"3",Down,NO,NO,NO,SAmerica,0.000404916192977,0.071342256060210,-80.0901923807,-2.0910743897
"3",Down,NO,NO,NO,SAmerica,0.000404929715373,0.071343445129090,-80.3648504339,-2.1185216661
"3",Down,NO,NO,NO,SAmerica,0.000404931395494,0.071343513631178,-80.2316414364,-2.1706700469
"3",Down,NO,NO,NO,SAsia,0.000456962627595,0.075998967514769,83.2316712803,27.6872253988
"3",Down,NO,NO,NO,SAsia,0.000440148978669,0.074479943823021,92.3229479060,23.1700621953
"3",Down,NO,NO,NO,SAsia,0.000438135618424,0.074298991556722,81.8159999407,22.5488041982
"3",Down,NO,NO,NO,SAsia,0.000438269610527,0.074310889358425,82.2863909589,22.5886286750
"3",Down,NO,NO,NO,SAsia,0.000429202610235,0.073498372596077,80.1568207260,19.4762225790
"3",Down,NO,NO,NO,SAsia,0.000418850085225,0.072575481055317,74.9263079664,14.9657044919
"3",Down,NO,NO,NO,SAsia,0.000417391685346,0.072445997366475,74.5958888854,14.1964437803
"3",Down,NO,NO,NO,SAsia,0.000416411405354,0.072358929735030,75.6733805483,13.6424228028
"3",Down,NO,NO,NO,SAsia,0.000415775449937,0.072302464550758,75.5632394504,13.2806566777
"3",Down,NO,NO,NO,SAsia,0.000409904420451,0.071782545467351,76.8282903363,9.1923290378
"3",Down,NO,NO,NO,SAsia,0.000471123386205,0.077287712154311,77.0840274580,30.8046161510
"3",Down,NO,NO,NO,SAsia,0.000432001715808,0.073748775686632,81.9521135474,20.4971533564
"3",Down,NO,NO,NO,SAsia,0.000424267333301,0.073057692352870,81.0722932238,17.4878763139
"3",Down,NO,NO,NO,SAsia,0.000413700224783,0.072118418310024,76.1816462140,12.0011711459
"3",Down,NO,NO,NO,SAsia,0.000432905816297,0.073829803673532,80.3251602512,20.8102390300
"3",Down,NO,NO,NO,SAsia,0.000478396977314,0.077953354423732,75.7178138993,32.2388569630
"3",Down,NO,NO,NO,SAsia,0.000461538429818,0.076414385194812,80.4718257278,28.7491070636
"3",Down,NO,YES,NO,Australia,0.000552244098344,0.084826995827966,147.2330737306,-42.8824974800
"3",Down,NO,YES,NO,Australia,0.000592388706082,0.088643129075807,167.8360109641,-46.9150856659
"3",Down,NO,YES,NO,Australia,0.000410012380939,0.071792077829446,150.2044358623,-9.2892815229
"3",Down,NO,YES,NO,Australia,0.000405794458402,0.071419659278119,142.7725604570,-4.3071129879
"3",Down,NO,YES,NO,Australia,0.000405797844110,0.071419946520624,143.1742477854,-4.3057439651
"3",Down,NO,YES,NO,Australia,0.000404653579751,0.071319052157419,116.6770842690,0.0149995174
"3",Down,NO,YES,NO,Australia,0.000409527282955,0.071749236175215,120.9793089899,-8.8525378757
"3",Down,NO,YES,NO,Australia,0.000404711230530,0.071324140029201,97.6928574620,1.0373737412
"3",Down,NO,YES,NO,Australia,0.000421628258891,0.072822667458482,120.4961337633,16.3106443630
"3",Down,NO,YES,NO,Australia,0.000408077478085,0.071621118788609,107.9272711948,-7.4292682384
"3",Down,NO,YES,NO,Australia,0.000406436715480,0.071476294196476,119.6121114609,-5.3489541381
"3",Down,NO,YES,NO,Australia,0.000532177306013,0.082939665574935,175.6295662630,-40.5020809260
"3",Down,NO,YES,NO,Australia,0.000409136348935,0.071714630467458,123.5334586109,8.4959630675
"3",Down,NO,YES,NO,Australia,0.000425566743843,0.073173714092646,177.6446624226,-18.0405879860
"3",Down,NO,YES,NO,Europe,0.000511807657176,0.081038633076938,14.8983833709,37.7575437085
"3",Down,NO,YES,NO,Europe,0.000512916189223,0.081140898453472,14.7735852418,37.9142664606
"3",Down,NO,YES,NO,Europe,0.000514256849158,0.081265828917136,24.4924657285,38.1059091169
"3",Down,NO,YES,NO,NAsia,0.000672487849442,0.096393957461418,142.4257765595,53.0062045291
"3",Down,NO,YES,NO,SAmerica,0.000426528872822,0.073259443889097,-70.5748197290,18.4348311950
"3",Down,NO,YES,NO,SAmerica,0.000434363501768,0.073960358189390,-77.1043078557,21.3152900487
"3",Down,NO,YES,NO,SAmerica,0.000433012368262,0.073839164571261,-77.3734737665,20.8527230042
"3",Down,NO,YES,NO,SAmerica,0.000433737522030,0.073904078423811,-78.2180475688,21.0976404477
"3",Down,NO,YES,NO,SAsia,0.000408625601892,0.071669542893906,80.0096875488,8.0152906405
"3",Down,NO,YES,NO,SAsia,0.000407829851383,0.071599210086457,81.4180147479,7.1453089432
"3",Down,NO,YES,NO,SAsia,0.000407711524986,0.071588838133805,81.0619836588,7.0345875238
